1.109067932702600956e-03	5.394835472106933594e-01	8.396866917610168457e-01
5.036880075931549072e-02	5.173418521881103516e-01	7.198495268821716309e-01
-7.982497662305831909e-02	7.978645563125610352e-01	1.006739258766174316e+00
4.955086112022399902e-02	5.020223855972290039e-01	5.363858938217163086e-01
5.146859958767890930e-02	5.804432630538940430e-01	-1.060454174876213074e-01
1.077597886323928833e-01	5.161836743354797363e-01	-7.619483470916748047e-01
-2.312441468238830566e-01	3.120991885662078857e-01	-1.001650333404541016e+00
2.148979306221008301e-01	5.974733233451843262e-01	-8.200940489768981934e-01
-1.497596949338912964e-01	2.629611790180206299e-01	-7.548995018005371094e-01
-8.757924437522888184e-01	-2.985083162784576416e-01	-3.398896753787994385e-01
-8.540109992027282715e-01	-4.599005281925201416e-01	-1.267827451229095459e-01
-2.861872911453247070e-01	-9.229121804237365723e-01	1.475941687822341919e-01
4.841802418231964111e-01	-8.755642175674438477e-01	-4.463561344891786575e-03
9.575741887092590332e-01	-6.408739089965820312e-01	-2.800974808633327484e-02
7.703841328620910645e-01	-7.809655070304870605e-01	-3.657706454396247864e-02
8.249088525772094727e-01	-6.860831379890441895e-01	-4.158881679177284241e-02
-8.864802718162536621e-01	-4.936161935329437256e-01	-7.659460604190826416e-02
-8.484959602355957031e-01	-6.778425723314285278e-02	-6.613532304763793945e-01
