3.029144108295440674e-01	1.243384242057800293e+00	9.503083676099777222e-02
4.320727288722991943e-01	1.449260115623474121e+00	1.163524240255355835e-01
6.629059314727783203e-01	1.120504021644592285e+00	-8.646754920482635498e-02
4.894207119941711426e-01	1.315729498863220215e+00	3.080287761986255646e-02
9.246867299079895020e-01	4.694250524044036865e-01	-4.221692085266113281e-01
7.129962444305419922e-01	-1.039774417877197266e-01	-6.170359849929809570e-01
2.117806524038314819e-01	-3.933796584606170654e-01	-7.006965279579162598e-01
-3.106285631656646729e-01	-2.823991179466247559e-01	-6.761527657508850098e-01
-8.165786266326904297e-01	-1.673430353403091431e-01	-4.367561042308807373e-01
-1.118734002113342285e+00	2.009696811437606812e-01	1.131669897586107254e-02
-7.689371705055236816e-01	2.798436284065246582e-01	4.036173224449157715e-01
-4.281052947044372559e-01	-3.510052710771560669e-02	7.640375494956970215e-01
1.616927385330200195e-01	-4.186146259307861328e-01	9.297000765800476074e-01
4.544838070869445801e-01	-4.239593446254730225e-01	7.310264110565185547e-01
4.478733241558074951e-01	-5.009094476699829102e-01	5.855292081832885742e-01
4.568514227867126465e-01	-4.627792835235595703e-01	9.505600333213806152e-01
-6.260419487953186035e-01	-1.396589577198028564e-01	-4.110306799411773682e-01
-1.024277582764625549e-01	-3.498617112636566162e-01	-6.266583800315856934e-01
